DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytes/s,FlowPackets/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets/s,BwdPackets/s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down/UpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,Fwd1HeaderLength,FwdAvgBytes/Bulk,FwdAvgPackets/Bulk,FwdAvgBulkRate,BwdAvgBytes/Bulk,BwdAvgPackets/Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Label
53,96690,1,1,48,112,48,48,48,0,112,112,112,0,1654.772986,20.68466232,96690,0,96690,96690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.34233116,10.34233116,48,112,69.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,104,48,112,20,0,0,0,0,0,0,1,48,1,112,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,50765,1,1,49,77,49,49,49,0,77,77,77,0,2482.025017,39.3972225,50765,0,50765,50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,19.69861125,19.69861125,49,77,58.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,87.5,49,77,32,0,0,0,0,0,0,1,49,1,77,-1,-1,0,32,0,0,0,0,0,0,0,0,normal
53,180,2,2,98,130,49,49,49,0,65,65,65,0,1266666.667,22222.22222,60,97.86214794,173,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11111.11111,11111.11111,49,65,55.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,64,0,0,0,0,0,0,2,98,2,130,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,149,2,2,104,136,52,52,52,0,68,68,68,0,1610738.255,26845.63758,49.66666667,80.82903769,143,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,13422.81879,13422.81879,52,68,58.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,73,52,68,40,0,0,0,0,0,0,2,104,2,136,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,50378,2,2,94,196,47,47,47,0,98,98,98,0,5756.481004,79.39973798,16792.66667,29080.55571,50372,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,39.69986899,39.69986899,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47,98,40,0,0,0,0,0,0,2,94,2,196,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,24107,2,2,104,224,52,52,52,0,112,112,112,0,13606.00655,165.9269092,8035.666667,13912.98679,24101,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,82.9634546,82.9634546,52,112,76,32.86335345,1080,0,0,0,0,0,0,0,0,1,95,52,112,40,0,0,0,0,0,0,2,104,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
137,35458925,468,0,23400,0,50,50,50,0,0,0,0,0,659.9184831,13.19836966,75929.17559,376761.998,6832787,1,35500000,75929.17559,376761.998,6832787,1,0,0,0,0,0,0,0,0,0,10224,0,13.19836966,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50.10683761,50,0,10224,0,0,0,0,0,0,468,23400,0,0,-1,-1,467,20,13200000,0,13200000,13200000,6832787,0,6832787,6832787,normal
53,154,2,2,76,108,38,38,38,0,54,54,54,0,1194805.195,25974.02597,51.33333333,48.54207797,101,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,64,64,12987.01299,12987.01299,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,97023,2,2,74,202,37,37,37,0,101,101,101,0,2844.686311,41.22733785,32341,56010.19299,97016,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,20.61366892,20.61366892,37,101,62.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,78.25,37,101,40,0,0,0,0,0,0,2,74,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
5355,100575,24,0,576,0,24,24,24,0,0,0,0,0,5727.069351,238.6278896,4372.826087,20964.57946,100544,1,100575,4372.826087,20964.57946,100544,1,0,0,0,0,0,0,0,0,0,480,0,238.6278896,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,25,24,0,480,0,0,0,0,0,0,24,576,0,0,-1,-1,23,20,0,0,0,0,0,0,0,0,normal
53,51073,2,2,76,132,38,38,38,0,66,66,66,0,4072.601962,78.3192685,17024.33333,29441.9852,51021,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,40,39.15963425,39.15963425,38,66,49.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,61.5,38,66,64,0,0,0,0,0,0,2,76,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,171,2,2,142,242,71,71,71,0,121,121,121,0,2245614.035,23391.81287,57,93.53074361,165,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,11695.90643,11695.90643,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,50933,2,2,98,154,49,49,49,0,77,77,77,0,4947.676359,78.53454538,16977.66667,29400.98511,50927,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,39.26727269,39.26727269,49,77,60.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,75.25,49,77,64,0,0,0,0,0,0,2,98,2,154,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
389,116,2,2,328,326,164,164,164,0,163,163,163,0,5637931.034,34482.75862,38.66666667,60.91250556,109,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,17241.37931,17241.37931,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
443,61815593,19,19,2403,11299,679,0,126.4736842,245.5287646,1460,2,594.6842105,653.6147398,221.6592826,0.614731626,1670691.703,3698823.529,10000000,48,61800000,3434199.611,4801755.535,10100000,149,61700000,3429528.167,4815633.693,10100000,48,0,0,0,0,392,384,0.307365813,0.307365813,0,1460,351.3333333,537.6416011,289058.4912,0,0,0,1,0,0,0,0,1,360.5789474,126.4736842,594.6842105,392,0,0,0,0,0,0,19,2403,19,11299,8192,33950,18,20,299700.1667,528970.1772,1379456,83617,9960456.833,119869.6418,10000000,9715774,normal
53,93813,1,1,52,226,52,52,52,0,226,226,226,0,2963.341968,21.31900696,93813,0,93813,93813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.65950348,10.65950348,52,226,110,100.4589468,10092,0,0,0,0,0,0,0,0,1,165,52,226,20,0,0,0,0,0,0,1,52,1,226,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,361641,1,1,92,170,92,92,92,0,170,170,170,0,724.4753775,5.530346393,361641,0,361641,361641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,2.765173197,2.765173197,92,170,118,45.033321,2028,0,0,0,0,0,0,0,0,1,177,92,170,32,0,0,0,0,0,0,1,92,1,170,-1,-1,0,32,0,0,0,0,0,0,0,0,normal
53,94206,2,2,82,430,41,41,41,0,215,215,215,0,5434.89799,42.46014054,31402,54384.66332,94200,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,40,40,21.23007027,21.23007027,41,215,110.6,95.30372501,9082.8,0,0,0,0,0,0,0,0,1,138.25,41,215,40,0,0,0,0,0,0,2,82,2,430,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,361961,2,2,162,318,81,81,81,0,159,159,159,0,1326.109719,11.05091433,120653.6667,208973.0846,361955,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,5.525457163,5.525457163,81,159,112.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,140.25,81,159,64,0,0,0,0,0,0,2,162,2,318,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,151,2,2,162,258,81,81,81,0,129,129,129,0,2781456.954,26490.06623,50.33333333,82.85127237,146,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,13245.03311,13245.03311,81,129,100.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,125.25,81,129,64,0,0,0,0,0,0,2,162,2,258,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
443,5641491,9,7,393,3974,212,0,43.66666667,74.8030748,1460,0,567.7142857,635.5170373,774.0861414,2.836129669,376099.4,1374222.322,5339819,4,5641491,705186.375,1874342.786,5339819,4,279565,46594.16667,87839.60078,224022,48,0,0,0,0,204,152,1.595322939,1.24080673,0,1460,256.8823529,475.6250995,226219.2353,0,0,0,1,0,0,0,0,0,272.9375,43.66666667,567.7142857,204,0,0,0,0,0,0,9,393,7,3974,8192,119,7,20,301668,0,301668,301668,5339819,0,5339819,5339819,normal
53,138149,1,1,64,231,64,64,64,0,231,231,231,0,2135.375573,14.47712253,138149,0,138149,138149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.238561264,7.238561264,64,231,119.6666667,96.41749495,9296.333333,0,0,0,0,0,0,0,0,1,179.5,64,231,20,0,0,0,0,0,0,1,64,1,231,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,47570,1,1,57,138,57,57,57,0,138,138,138,0,4099.222199,42.0433046,47570,0,47570,47570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,21.0216523,21.0216523,57,138,84,46.7653718,2187,0,0,0,0,0,0,0,0,1,126,57,138,32,0,0,0,0,0,0,1,57,1,138,-1,-1,0,32,0,0,0,0,0,0,0,0,normal
53,138602,2,2,106,440,53,53,53,0,220,220,220,0,3939.337095,28.85961242,46200.66667,79960.42081,138531,3,3,3,0,3,3,68,68,0,68,68,0,0,0,0,40,40,14.42980621,14.42980621,53,220,119.8,91.4696671,8366.7,0,0,0,0,0,0,0,0,1,149.75,53,220,40,0,0,0,0,0,0,2,106,2,440,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,47883,2,2,92,254,46,46,46,0,127,127,127,0,7225.946578,83.53695466,15961,27640.06679,47877,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,41.76847733,41.76847733,46,127,78.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,98,46,127,64,0,0,0,0,0,0,2,92,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
1075,91,1,1,6,6,6,6,6,0,6,6,6,0,131868.1319,21978.02198,91,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10989.01099,10989.01099,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,normal
53,195,2,2,92,348,46,46,46,0,174,174,174,0,2256410.256,20512.82051,65,71.3582511,143,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,10256.41026,10256.41026,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46,174,64,0,0,0,0,0,0,2,92,2,348,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
1074,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0,0,0,0,0,0,0,0,normal
5353,2758425,24,0,4044,0,227,110,168.5,59.75820846,0,0,0,0,1466.053998,8.7006172,119931.5217,575164.1788,2758392,1,2758425,119931.5217,575164.1788,2758392,1,0,0,0,0,0,0,0,0,0,624,0,8.7006172,0,110,227,166.16,59.65852831,3559.14,0,0,0,0,0,0,0,0,0,173.0833333,168.5,0,624,0,0,0,0,0,0,24,4044,0,0,-1,-1,23,20,0,0,0,0,0,0,0,0,normal
443,61276749,14,13,986,3440,596,0,70.42857143,162.581442,1615,2,264.6153846,569.3920059,72.22968046,0.440623898,2356798.038,4274566.583,10000000,92,61300000,4713596.077,5171677.875,10100000,170,61200000,5099297.583,5217101.187,10100000,244,0,0,0,0,292,264,0.228471651,0.212152247,0,1615,158.0714286,408.892264,167192.8836,0,0,0,1,0,0,0,0,0,163.9259259,70.42857143,264.6153846,292,0,0,0,0,0,0,14,986,13,3440,8192,30992,13,20,124048.8333,95788.75363,319575,84650,10000000,477.0843392,10000000,10000000,normal
53,23325,1,1,51,136,51,51,51,0,136,136,136,0,8017.148982,85.7449089,23325,0,23325,23325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.87245445,42.87245445,51,136,79.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,119,51,136,32,0,0,0,0,0,0,1,51,1,136,-1,-1,0,32,0,0,0,0,0,0,0,0,normal
53,46572,1,1,56,188,56,56,56,0,188,188,188,0,5239.199519,42.94425835,46572,0,46572,46572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.47212918,21.47212918,56,188,100,76.21023553,5808,0,0,0,0,0,0,0,0,1,150,56,188,20,0,0,0,0,0,0,1,56,1,188,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,23642,2,2,80,250,40,40,40,0,125,125,125,0,13958.20997,169.1904238,7880.666667,13642.78686,23634,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,84.59521191,84.59521191,40,125,74,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,92.5,40,125,64,0,0,0,0,0,0,2,80,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,207,2,2,80,272,40,40,40,0,136,136,136,0,1700483.092,19323.6715,69,77.65951326,155,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,9661.835749,9661.835749,40,136,78.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,98,40,136,64,0,0,0,0,0,0,2,80,2,272,-1,-1,1,32,0,0,0,0,0,0,0,0,normal
53,46999,2,2,90,354,45,45,45,0,177,177,177,0,9447.009511,85.10819379,15666.33333,27128.82313,46992,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,42.5540969,42.5540969,45,177,97.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,122.25,45,177,40,0,0,0,0,0,0,2,90,2,354,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
1030,9,1,1,6,6,6,6,6,0,6,6,6,0,1333333.333,222222.2222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,111111.1111,111111.1111,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2049,251,0,20,0,0,0,0,0,0,0,0,normal
80,115228699,17,15,519,1598,435,0,30.52941176,104.2485717,796,0,106.5333333,279.9269973,18.37215918,0.277708594,3717054.806,4803933.523,10000000,34,115000000,7201793.688,4440429.956,10000000,186,110000000,7882923.857,4228244.717,10000000,779,0,0,0,0,364,444,0.147532691,0.130175903,0,796,64.15151515,203.1923536,41287.13258,0,0,0,1,0,0,0,0,0,66.15625,30.52941176,106.5333333,364,0,0,0,0,0,0,17,519,15,1598,8192,288,15,20,46091.81818,74483.56569,270668,23475,9986744.182,67508.76209,10000000,9783198,normal
53,178,2,2,142,242,71,71,71,0,121,121,121,0,2157303.371,22471.91011,59.33333333,97.57219549,172,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,11235.95506,11235.95506,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
389,125,2,2,328,326,164,164,164,0,163,163,163,0,5232000,32000,41.66666667,66.10849668,118,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,16000,16000,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
1030,85,3,2,18,12,6,6,6,0,6,6,6,0,352941.1765,58823.52941,21.25,17.63282923,37,1,50,25,33.9411255,49,1,48,48,0,48,48,0,0,0,0,60,40,35294.11765,23529.41176,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,6,60,0,0,0,0,0,0,3,18,2,12,2049,0,2,20,0,0,0,0,0,0,0,0,normal
1081,101,1,1,6,6,6,6,6,0,6,6,6,0,118811.8812,19801.9802,101,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9900.990099,9900.990099,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,normal
88,531,7,4,490,412,236,0,70,113.4313302,206,0,103,118.9341555,1698681.733,20715.63089,53.1,105.1363665,344,1,531,88.5,161.7488794,414,1,446,148.6666667,214.5141798,395,3,0,0,0,0,164,104,13182.6742,7532.956685,0,236,75.16666667,108.1125956,11688.33333,0,0,0,1,0,0,0,0,0,82,70,103,164,0,0,0,0,0,0,7,490,4,412,8192,2053,5,20,0,0,0,0,0,0,0,0,normal
88,865,9,4,662,3112,316,0,73.55555556,137.4764626,1556,0,778,898.3570189,4363005.78,15028.90173,72.08333333,175.0368576,623,0,865,108.125,247.5343771,718,0,768,256,402.4934782,720,1,0,0,0,0,204,104,10404.62428,4624.277457,0,1556,269.5714286,556.4172085,309600.1099,0,0,0,1,0,0,0,0,0,290.3076923,73.55555556,778,204,0,0,0,0,0,0,9,662,4,3112,8192,2053,7,20,0,0,0,0,0,0,0,0,normal
88,930,9,6,3108,3004,1539,0,345.3333333,676.7501385,1496,0,500.6666667,770.9865541,6572043.011,16129.03226,66.42857143,181.9292822,693,0,930,116.25,281.4430924,810,0,910,182,291.8509894,693,1,0,0,0,0,204,144,9677.419355,6451.612903,0,1539,382,677.177574,458569.4667,0,0,0,1,0,0,0,0,0,407.4666667,345.3333333,500.6666667,204,0,0,0,0,0,0,9,3108,6,3004,8192,2053,7,20,0,0,0,0,0,0,0,0,normal
389,21423,13,11,5476,958,1536,0,421.2307692,613.7110006,210,0,87.09090909,97.7644665,300331.4195,1120.291276,931.4347826,4100.861116,19735,1,21423,1785.25,5682.920186,19818,1,21351,2135.1,6278.186583,19996,3,0,0,0,0,276,236,606.824441,513.4668347,0,1536,257.36,472.1189716,222896.3233,0,0,0,1,0,0,0,0,0,268.0833333,421.2307692,87.09090909,276,0,0,0,0,0,0,13,5476,11,958,8192,0,11,20,0,0,0,0,0,0,0,0,normal
389,38954,21,17,5130,6984,1536,0,244.2857143,442.9707827,2634,0,410.8235294,703.0741635,310982.1841,975.5095754,1052.810811,4272.938638,22624,1,38954,1947.7,5816.473159,22813,1,16220,1013.75,3388.598934,13699,1,0,0,0,0,436,356,539.0973969,436.4121785,0,2634,310.6153846,566.4538173,320869.9271,0,0,0,1,0,0,0,0,0,318.7894737,244.2857143,410.8235294,436,0,0,0,0,0,0,21,5130,17,6984,8192,63619,19,20,0,0,0,0,0,0,0,0,normal
88,3,1,4,6,24,6,6,6,0,6,6,6,0,10000000,1666666.667,0.75,0.5,1,0,0,0,0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,20,80,333333.3333,1333333.333,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,normal
88,49,1,4,6,24,6,6,6,0,6,6,6,0,612244.898,102040.8163,12.25,22.5,46,1,0,0,0,0,0,48,16,25.98076211,46,1,0,0,0,0,20,80,20408.16327,81632.65306,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0,normal
88,46,1,4,6,24,6,6,6,0,6,6,6,0,652173.913,108695.6522,11.5,21.67179427,44,0,0,0,0,0,0,45,15,25.11971337,44,0,0,0,0,0,20,80,21739.13043,86956.52174,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,normal
389,17,1,3,6,18,6,6,6,0,6,6,6,0,1411764.706,235294.1176,5.666666667,8.082903769,15,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,58823.52941,176470.5882,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,63770,0,0,20,0,0,0,0,0,0,0,0,normal
389,50,1,4,6,24,6,6,6,0,6,6,6,0,600000,100000,12.5,23.67136104,48,0,0,0,0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,20,80,20000,80000,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,63388,0,0,20,0,0,0,0,0,0,0,0,normal
49435,44,1,1,6,6,6,6,6,0,6,6,6,0,272727.2727,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22727.27273,22727.27273,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0,0,0,0,0,0,0,0,normal
1046,16,1,1,6,6,6,6,6,0,6,6,6,0,750000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,62500,62500,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2049,255,0,20,0,0,0,0,0,0,0,0,normal
1046,70,1,2,6,12,6,6,6,0,6,6,6,0,257142.8571,42857.14286,35,19.79898987,49,21,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,14285.71429,28571.42857,6,6,6,0,0,0,0,0,0,1,0,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2049,0,0,20,0,0,0,0,0,0,0,0,normal
123,16812,1,1,48,48,48,48,48,0,48,48,48,0,5710.206995,118.9626457,16812,0,16812,16812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,59.48132286,59.48132286,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,216,2,2,142,242,71,71,71,0,121,121,121,0,1777777.778,18518.51852,72,119.5115057,210,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,9259.259259,9259.259259,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
389,129,2,2,328,326,164,164,164,0,163,163,163,0,5069767.442,31007.75194,43,68.41783393,122,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,15503.87597,15503.87597,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
53,270,2,2,142,242,71,71,71,0,121,121,121,0,1422222.222,14814.81481,90,150.6884203,264,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,7407.407407,7407.407407,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
389,135,2,2,328,326,164,164,164,0,163,163,163,0,4844444.444,29629.62963,45,40.1497198,83,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,14814.81481,14814.81481,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
123,66021092,2,2,96,96,48,48,48,0,48,48,48,0,2.908161531,0.060586699,22000000,38100000,66000000,23263,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,52,40,0.030293349,0.030293349,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23299,0,23299,23299,66000000,0,66000000,66000000,normal
443,104711617,98,81,108874,13152,5760,0,1110.959184,1412.608182,1460,0,162.3703704,315.6550508,1165.353029,1.709456936,588267.5112,3118928.253,36800000,3,105000000,1079501.206,4173554.582,36800000,13,105000000,1307926.4,4586121.549,36900000,3,0,0,0,0,1972,1632,0.935903798,0.773553139,0,5760,677.9222222,1162.48813,1351378.653,0,0,0,1,0,0,0,0,0,681.7094972,1110.959184,162.3703704,1972,0,0,0,0,0,0,98,108874,81,13152,8192,513,97,20,13800000,22200000,39400000,380596,21100000,13800000,36800000,10700000,normal
49444,26,1,1,6,6,6,6,6,0,6,6,6,0,461538.4615,76923.07692,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,38461.53846,38461.53846,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,513,258,0,20,0,0,0,0,0,0,0,0,normal
443,117025664,53,38,32676,9432,2101,0,616.5283019,562.4775074,1460,0,248.2105263,349.2093121,359.8185096,0.777607209,1300285.156,4415871.083,29900000,48,117000000,2250493.538,5644146.682,29900000,258,117000000,3159904.649,6545615.321,30000000,48,0,0,0,0,1072,772,0.452892111,0.324715098,0,2101,457.6956522,515.4535555,265692.3679,0,0,0,1,0,0,0,0,0,462.7252747,616.5283019,248.2105263,1072,0,0,0,0,0,0,53,32676,38,9432,8192,510,52,20,2949820.429,2927490.529,6920158,138654,13700000,9315609.872,29900000,5283006,normal
53,24641,1,1,69,85,69,69,69,0,85,85,85,0,6249.746358,81.16553711,24641,0,24641,24641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40.58276856,40.58276856,69,85,74.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,111.5,69,85,20,0,0,0,0,0,0,1,69,1,85,-1,-1,0,20,0,0,0,0,0,0,0,0,normal
53,212,2,2,142,242,71,71,71,0,121,121,121,0,1811320.755,18867.92453,70.66666667,117.2021046,206,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,9433.962264,9433.962264,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,normal
